ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity	CancerType
TCGA-22-5478-01A	195.419358	808.0161949	1003.435553	0.7301329	LUSC
TCGA-66-2769-01A	889.4555431	2031.597303	2921.052846	0.511588439	LUSC
TCGA-85-8664-01A	-1730.254983	-206.9310708	-1937.186054	0.949036813	LUSC
TCGA-22-4599-01A	204.6752642	2153.687854	2358.363119	0.580732989	LUSC
TCGA-94-A5I4-01A	-912.5488554	236.1998045	-676.3490509	0.874832201	LUSC
TCGA-21-1083-01A	-45.99488224	1179.119898	1133.125015	0.71699337	LUSC
TCGA-34-8454-01A	504.9784089	2040.825619	2545.804028	0.558116906	LUSC
TCGA-66-2754-01A	-1103.057769	-272.3910345	-1375.448803	0.919854366	LUSC
TCGA-NC-A5HK-01A	-1324.602409	366.1599322	-958.4424767	0.894135706	LUSC
TCGA-85-8353-01A	814.0778511	1458.465455	2272.543306	0.59094207	LUSC
TCGA-22-1017-01A	-507.5988594	1273.747238	766.148379	0.753485439	LUSC
TCGA-98-8022-01A	41.3014837	1430.204805	1471.506289	0.681499047	LUSC
TCGA-60-2721-01A	348.8047405	1814.479609	2163.284349	0.603803554	LUSC
TCGA-22-A5C4-01A	-905.5955019	321.074908	-584.520594	0.868223174	LUSC
TCGA-46-3765-01A	-30.59305881	1120.823519	1090.23046	0.721368239	LUSC
TCGA-39-5029-01A	-79.1789285	1322.106124	1242.927196	0.705665411	LUSC
TCGA-22-4605-01A	651.8356233	1348.198758	2000.034381	0.622730234	LUSC
TCGA-96-8170-01A	-112.198515	1105.567452	993.3689368	0.731141797	LUSC
TCGA-34-5236-01A	895.1118113	1089.121739	1984.23355	0.624543324	LUSC
TCGA-77-7463-01A	-871.772805	565.9548275	-305.8179774	0.847203757	LUSC
TCGA-37-4132-01A	-92.38406716	1540.378273	1447.994205	0.684020711	LUSC
TCGA-66-2778-01A	-385.2959301	1435.716333	1050.420403	0.725402932	LUSC
TCGA-37-5819-01A	-442.3219981	652.1180546	209.7960565	0.804607093	LUSC
TCGA-43-6773-01A	1232.727454	2361.575049	3594.302502	0.424316753	LUSC
TCGA-NC-A5HI-01A	-1396.45629	299.0371977	-1097.419092	0.903084134	LUSC
TCGA-77-A5G3-01A	-645.5598849	345.1775286	-300.3823563	0.846779596	LUSC
TCGA-21-1070-01A	100.3618389	2113.593057	2213.954896	0.597857952	LUSC
TCGA-60-2715-01A	1419.91495	2249.606869	3669.52182	0.414293021	LUSC
TCGA-60-2712-01A	921.7415932	2502.293089	3424.034682	0.446813691	LUSC
TCGA-60-2707-01A	547.6438593	1116.70997	1664.353829	0.660512606	LUSC
TCGA-63-5128-01A	-548.6794676	-144.1143662	-692.7938338	0.875999008	LUSC
TCGA-98-8021-01A	-31.76408428	466.5654247	434.8013404	0.784559467	LUSC
TCGA-63-A5MH-01A	-710.8545196	-67.39996426	-778.2544839	0.881980362	LUSC
TCGA-39-5034-01A	479.9160323	920.1946698	1400.110702	0.689130977	LUSC
TCGA-18-3409-01A	1437.056518	1282.356221	2719.412739	0.536792526	LUSC
TCGA-60-2723-01A	268.4802901	1607.836139	1876.31643	0.636836099	LUSC
TCGA-85-A4QQ-01A	-1197.560136	235.6849015	-961.8752341	0.894361232	LUSC
TCGA-60-2711-01A	-946.7386684	654.6026069	-292.1360615	0.846135079	LUSC
TCGA-22-5485-01A	-557.6550571	442.5809896	-115.0740675	0.83199867	LUSC
TCGA-66-2788-01A	918.5564002	1691.529547	2610.085947	0.550262671	LUSC
TCGA-77-8153-01A	-1189.678054	-527.7720208	-1717.450074	0.938379388	LUSC
TCGA-46-3769-01A	387.9982757	1711.73141	2099.729686	0.611213696	LUSC
TCGA-56-7579-01A	-315.5200199	486.1121354	170.5921155	0.808010926	LUSC
TCGA-43-A475-01A	37.55313766	2579.148806	2616.701944	0.549451509	LUSC
TCGA-22-1000-01A	1554.167047	2351.086083	3905.253131	0.382557952	LUSC
TCGA-39-5030-01A	1084.360463	2686.290976	3770.65144	0.400737104	LUSC
TCGA-22-4604-01A	1047.598492	1775.364821	2822.963313	0.523906534	LUSC
TCGA-56-8628-01A	666.8915798	1891.825674	2558.717254	0.55654308	LUSC
TCGA-66-2783-01A	-54.25399167	1028.551571	974.2975789	0.733048788	LUSC
TCGA-56-8083-01A	-863.9921233	-870.301805	-1734.293928	0.939231026	LUSC
TCGA-77-8143-01A	-1238.113313	311.8077606	-926.3055526	0.892013365	LUSC
TCGA-94-A4VJ-01A	-283.3172916	726.8775474	443.5602558	0.783761612	LUSC
TCGA-66-2780-01A	368.4230846	1074.798631	1443.221716	0.684531565	LUSC
TCGA-21-1080-01A	-694.96597	773.5808443	78.61487434	0.815891506	LUSC
TCGA-56-A4BX-01A	-1909.979799	-896.4830059	-2806.462805	0.981427291	LUSC
TCGA-77-7337-01A	743.8131178	889.3492853	1633.162403	0.663943307	LUSC
TCGA-77-8145-01A	571.491638	384.5205833	956.0122213	0.734871791	LUSC
TCGA-NK-A5D1-01A	-1202.622633	-196.0040579	-1398.626691	0.921183604	LUSC
TCGA-34-5241-01A	879.9342384	1882.387575	2762.321814	0.531467733	LUSC
TCGA-46-3768-01A	-587.8622049	465.5095431	-122.3526618	0.832590927	LUSC
TCGA-46-6026-01A	-1426.911522	-189.8608858	-1616.772407	0.933169618	LUSC
TCGA-56-8503-01A	1354.778028	1915.244939	3270.022967	0.466922747	LUSC
TCGA-60-2725-01A	804.3453999	2267.604683	3071.950082	0.492432575	LUSC
TCGA-68-7756-01A	-83.01209942	610.2916059	527.2795065	0.776070385	LUSC
TCGA-60-2706-01A	-25.72646293	1672.212557	1646.486094	0.662479552	LUSC
TCGA-85-8666-01A	516.3419379	1222.709923	1739.051861	0.652240527	LUSC
TCGA-70-6723-01A	-1473.59049	-404.3756732	-1877.966163	0.946261325	LUSC
TCGA-56-8082-01A	-974.0995783	-121.4030173	-1095.502596	0.902963282	LUSC
TCGA-77-8007-01A	780.0577544	2103.88581	2883.943564	0.516261238	LUSC
TCGA-77-7338-01A	505.4065138	895.5250946	1400.931608	0.689043654	LUSC
TCGA-85-8481-01A	502.2952622	1152.389427	1654.684689	0.661577586	LUSC
TCGA-77-A5GH-01A	563.3238023	2252.176424	2815.500226	0.524839335	LUSC
TCGA-39-5027-01A	-1792.0251	-400.7436412	-2192.768741	0.960190156	LUSC
TCGA-96-7544-01A	965.018694	1301.252191	2266.270885	0.591684576	LUSC
TCGA-77-7138-01A	-840.7337721	354.6223323	-486.1114398	0.860965449	LUSC
TCGA-O2-A52W-01A	-1193.082429	377.9901032	-815.0923261	0.884515872	LUSC
TCGA-66-2792-01A	-127.042132	438.4136943	311.3715622	0.795664252	LUSC
TCGA-56-A4BY-01A	-687.9355419	423.2198802	-264.7156617	0.843983034	LUSC
TCGA-22-4607-01A	168.9110666	1025.219769	1194.130835	0.710722391	LUSC
TCGA-37-A5EM-01A	800.016197	1485.11563	2285.131827	0.589450377	LUSC
TCGA-63-A5MY-01A	-1944.606793	-735.4101514	-2680.016944	0.977697849	LUSC
TCGA-85-8355-01A	427.2116926	2769.438647	3196.65034	0.476419594	LUSC
TCGA-56-8309-01A	749.2293344	2792.918241	3542.147575	0.431236628	LUSC
TCGA-85-8350-01A	142.4823853	1000.121135	1142.60352	0.716022805	LUSC
TCGA-46-3766-01A	1815.905702	2519.408325	4335.314027	0.323508761	LUSC
TCGA-56-7823-01B	-1105.241692	53.2040949	-1052.037597	0.900203256	LUSC
TCGA-21-1078-01A	-1613.468079	-269.3887947	-1882.856874	0.946493252	LUSC
TCGA-60-2724-01A	516.7730805	571.9406987	1088.713779	0.721522404	LUSC
TCGA-39-5031-01A	195.6672745	1268.222988	1463.890262	0.682316754	LUSC
TCGA-22-1002-01A	599.6044897	1397.593566	1997.198056	0.62305594	LUSC
TCGA-34-5240-01A	193.5299409	659.8309869	853.3609278	0.745007203	LUSC
TCGA-43-3920-01A	754.3717266	1390.804962	2145.176688	0.605920194	LUSC
TCGA-77-8150-01A	-408.9970921	1149.412608	740.4155155	0.75596349	LUSC
TCGA-33-AAS8-01A	-1651.654954	-43.23605207	-1694.891006	0.937229799	LUSC
TCGA-77-6843-01A	-1303.799031	-476.6245378	-1780.423569	0.941533965	LUSC
TCGA-85-8582-01A	984.6227342	1052.865918	2037.488652	0.618419123	LUSC
TCGA-56-8307-01A	-640.1567084	1474.286571	834.1298627	0.746887264	LUSC
TCGA-58-8388-01A	397.4442036	1418.73859	1816.182793	0.64361675	LUSC
TCGA-77-7141-01A	-768.4343669	135.9431661	-632.4912008	0.871695444	LUSC
TCGA-56-7221-01A	-1281.074936	-172.8458991	-1453.920835	0.924311601	LUSC
TCGA-90-A4EE-01A	729.6311367	2757.988772	3487.619908	0.438444283	LUSC
TCGA-34-2596-01A	-192.8701027	1001.245312	808.3752093	0.749395757	LUSC
TCGA-58-8391-01A	-1041.13131	36.67508125	-1004.456228	0.89713983	LUSC
TCGA-22-5472-01A	-186.4142288	1104.699043	918.2848146	0.738616372	LUSC
TCGA-85-8070-01A	-1820.616609	-678.6788495	-2499.295459	0.971783229	LUSC
TCGA-85-A4PA-01A	178.4450845	3437.686909	3616.131993	0.421413027	LUSC
TCGA-33-4589-01A	-175.2188172	1719.641207	1544.42239	0.673627328	LUSC
TCGA-79-5596-01A	-959.1695312	-148.5366224	-1107.706154	0.903731604	LUSC
TCGA-18-3421-01A	-317.9401842	1338.397518	1020.457334	0.728423316	LUSC
TCGA-56-8201-01A	1117.03434	2592.664539	3709.69888	0.408918252	LUSC
TCGA-18-3408-01A	104.5032537	1153.870821	1258.374075	0.704057027	LUSC
TCGA-85-8276-01A	923.0935676	1789.681554	2712.775122	0.537614323	LUSC
TCGA-66-2773-01A	20.293467	1604.018091	1624.311558	0.664914267	LUSC
TCGA-NK-A5CR-01A	-1289.366786	-317.5816958	-1606.948481	0.932650327	LUSC
TCGA-66-2742-01A	-28.80833981	1090.797987	1061.989648	0.724232953	LUSC
TCGA-43-7656-01A	196.4540832	1854.271666	2050.725749	0.616891012	LUSC
TCGA-68-A59J-01A	-320.8659577	1295.21375	974.3477925	0.733043775	LUSC
TCGA-98-A53D-01A	1358.592878	2261.64189	3620.234767	0.420866798	LUSC
TCGA-51-6867-01A	-268.5140859	705.8835433	437.3694574	0.78432567	LUSC
TCGA-43-A56U-01A	404.6149781	2688.602607	3093.217585	0.4897131	LUSC
TCGA-43-A474-01A	-566.3879351	-660.6543541	-1227.042289	0.911091656	LUSC
TCGA-85-A4QR-01A	-2197.437167	-743.5016563	-2940.938824	0.985022566	LUSC
TCGA-77-7140-01A	-311.0004466	26.30686039	-284.6935862	0.845552322	LUSC
TCGA-66-2768-01A	-443.1848333	1434.329212	991.1443785	0.731364531	LUSC
TCGA-33-AASD-01A	-797.2316457	-33.71899631	-830.950642	0.885599425	LUSC
TCGA-96-8169-01A	56.52726029	1138.045032	1194.572293	0.710676804	LUSC
TCGA-J1-A4AH-01A	-1210.883916	78.37783776	-1132.506078	0.90528404	LUSC
TCGA-21-5784-01A	151.073546	1690.353352	1841.426898	0.640776309	LUSC
TCGA-22-5481-01A	-613.2605488	1311.828296	698.5677469	0.759970342	LUSC
TCGA-63-A5MG-01A	-41.87356308	1289.186284	1247.312721	0.705209143	LUSC
TCGA-43-6143-01A	-207.3595514	63.96058016	-143.3989713	0.834298109	LUSC
TCGA-33-4583-01A	-1115.559451	735.2279664	-380.331485	0.852963826	LUSC
TCGA-43-5670-01A	-1119.999336	-446.3671721	-1566.366508	0.93048463	LUSC
TCGA-21-5787-01A	212.5474899	1979.42348	2191.97097	0.600441592	LUSC
TCGA-63-7021-01A	216.2083187	1456.620327	1672.828645	0.659578078	LUSC
TCGA-33-AASI-01A	-986.4222265	1146.288059	159.8658329	0.808937565	LUSC
TCGA-34-5928-01A	1122.059375	1017.34345	2139.402825	0.606594213	LUSC
TCGA-56-7730-01A	-1722.917809	-638.1427862	-2361.060595	0.966797286	LUSC
TCGA-77-7335-01A	1847.951854	2502.271754	4350.223608	0.321437124	LUSC
TCGA-56-7223-01A	-1296.439449	-1166.834492	-2463.273942	0.970522447	LUSC
TCGA-98-7454-01A	1645.930104	2516.894628	4162.824732	0.347360391	LUSC
TCGA-O2-A5IB-01A	-1452.899499	-827.946614	-2280.846113	0.963721414	LUSC
TCGA-34-8456-01A	-436.7337677	543.6784806	106.9447129	0.813479998	LUSC
TCGA-94-7557-01A	-198.5162912	695.1361541	496.6198629	0.778900727	LUSC
TCGA-63-5131-01A	-686.069494	481.6618011	-204.4076928	0.839201807	LUSC
TCGA-85-A4CL-01A	-202.4385166	1571.867036	1369.428519	0.692387588	LUSC
TCGA-22-5479-01A	-250.4606583	816.6104376	566.1497793	0.77245949	LUSC
TCGA-63-7020-01A	-293.50011	1354.354987	1060.854877	0.724347803	LUSC
TCGA-98-A53H-01A	1153.411133	2307.623327	3461.03446	0.441948282	LUSC
TCGA-85-A50M-01A	-41.56115616	526.7733591	485.2122029	0.7799498	LUSC
TCGA-O2-A52V-01A	-189.0161721	1024.562297	835.5461251	0.746749011	LUSC
TCGA-56-1622-01A	-787.5613748	-234.8419631	-1022.403338	0.898300466	LUSC
TCGA-37-4130-01A	3.128096313	2714.168721	2717.296818	0.537054552	LUSC
TCGA-85-A512-01A	-486.6403057	299.8757417	-186.764564	0.837790605	LUSC
TCGA-77-8138-01A	324.0164886	1247.356862	1571.373351	0.670698234	LUSC
TCGA-85-7710-01A	-649.6512981	887.9956969	238.3443988	0.802111646	LUSC
TCGA-66-2765-01A	145.1317198	1581.502494	1726.634214	0.653621122	LUSC
TCGA-56-8625-01A	1271.730881	2681.966186	3953.697066	0.375978251	LUSC
TCGA-66-2781-01A	-87.96361719	861.2120711	773.2484539	0.752799815	LUSC
TCGA-22-4591-01A	-978.7255584	271.2260568	-707.4995016	0.877038098	LUSC
TCGA-66-2755-01A	561.6013749	2376.981722	2938.583097	0.509375744	LUSC
TCGA-63-6202-01A	772.9494863	2445.651221	3218.600707	0.473584233	LUSC
TCGA-85-8479-01A	-1063.354533	-240.2199843	-1303.574518	0.915664783	LUSC
TCGA-66-2767-01A	639.0666216	2571.774876	3210.841498	0.474587065	LUSC
TCGA-77-7142-01A	-182.859991	625.1705117	442.3105207	0.78387553	LUSC
TCGA-22-5477-01A	-826.7304892	403.9219927	-422.8084966	0.856201777	LUSC
TCGA-85-6798-01A	-76.52255572	-131.6746347	-208.1971904	0.839504179	LUSC
TCGA-98-A53A-01A	-1173.277934	176.3911212	-996.8868128	0.896648451	LUSC
TCGA-34-5239-01A	1099.83795	1909.266656	3009.104606	0.500440481	LUSC
TCGA-56-8308-01A	-47.47968188	811.3877105	763.9080286	0.753701611	LUSC
TCGA-L3-A524-01A	-546.4006359	-8.605487043	-555.006123	0.866065418	LUSC
TCGA-37-3789-01A	-165.6766516	1527.086018	1361.409366	0.69323643	LUSC
TCGA-77-8128-01A	-88.77677343	-575.5071597	-664.2839331	0.873972901	LUSC
TCGA-60-2713-01A	1014.283347	1869.091098	2883.374444	0.516332782	LUSC
TCGA-77-8146-01A	-277.1579358	729.8210532	452.6631174	0.782931053	LUSC
TCGA-NC-A5HM-01A	-1181.526555	664.83844	-516.6881154	0.863239804	LUSC
TCGA-92-7341-01A	208.9870199	479.7156181	688.702638	0.760910738	LUSC
TCGA-94-8035-01A	-1083.680444	177.49711	-906.1833339	0.890674373	LUSC
TCGA-60-2722-01A	-889.947215	-18.61333748	-908.5605525	0.890832965	LUSC
TCGA-77-7465-01A	-22.04929974	1889.931242	1867.881942	0.637790173	LUSC
TCGA-66-2759-01A	56.50163173	1385.01425	1441.515881	0.684714079	LUSC
TCGA-68-A59I-01A	425.7964477	1425.04285	1850.839298	0.639714981	LUSC
TCGA-77-A5G7-01B	-1392.141293	-52.45594891	-1444.597242	0.923788427	LUSC
TCGA-77-8148-01A	-56.55848079	457.7134757	401.1549949	0.787612264	LUSC
TCGA-39-5039-01A	624.6859378	1074.393908	1699.079846	0.656676855	LUSC
TCGA-43-8118-01A	-3.01681154	1184.032501	1181.01569	0.712075364	LUSC
TCGA-22-4596-01A	1296.683956	2741.815011	4038.498967	0.364414808	LUSC
TCGA-18-3406-01A	711.4569669	1850.891439	2562.348406	0.556100165	LUSC
TCGA-UD-AAC7-01A	608.6405125	994.299187	1602.9397	0.667254184	MESO
TCGA-LK-A4NZ-01A	848.8244333	1362.678923	2211.503357	0.598146375	MESO
TCGA-TS-A8AV-01A	2100.387403	3279.658986	5380.04639	0.175172253	MESO
TCGA-3U-A98D-01A	1101.61595	769.400038	1871.015988	0.637435777	MESO
TCGA-TS-A7OZ-01A	929.9172969	1070.390306	2000.307603	0.622698854	MESO
TCGA-3U-A98J-01A	688.2393978	1727.213628	2415.453025	0.573890459	MESO
TCGA-SH-A7BC-01A	1231.617112	1984.314977	3215.932089	0.473929205	MESO
TCGA-ZN-A9VU-01A	446.1727266	1375.268712	1821.441439	0.64302578	MESO
TCGA-YS-A95C-01A	295.6189152	1197.830325	1493.44924	0.679138349	MESO
TCGA-ZN-A9VV-01A	228.5050336	631.1359423	859.6409759	0.744391969	MESO
TCGA-MQ-A4LV-01A	706.9612946	1848.794855	2555.756149	0.556904147	MESO
TCGA-YS-AA4M-01A	1267.524432	2754.76243	4022.286863	0.366629884	MESO
TCGA-MQ-A6BQ-01A	336.5170343	1640.488938	1977.005972	0.625371544	MESO
TCGA-3H-AB3S-01A	974.9071581	441.0503706	1415.957529	0.687443515	MESO
TCGA-UT-A88E-01B	-26.92790891	560.1424099	533.214501	0.775520679	MESO
TCGA-MQ-A4LC-01A	82.34667699	1194.834492	1277.181169	0.70209388	MESO
TCGA-LK-A4O6-01A	1312.962095	1404.103249	2717.065344	0.537083213	MESO
TCGA-SC-A6LN-01A	737.8965657	1153.6785	1891.575065	0.635107626	MESO
TCGA-NQ-A57I-01A	189.9558109	239.6706807	429.6264916	0.785030238	MESO
TCGA-SH-A7BD-01A	66.85205666	1124.346385	1191.198442	0.711025129	MESO
TCGA-TS-A7PB-01A	678.3408459	1620.233454	2298.5743	0.587855271	MESO
TCGA-SC-A6LR-01A	394.1077162	491.4102583	885.5179745	0.741850221	MESO
TCGA-3U-A98I-01A	1894.397537	1527.197734	3421.595271	0.447134008	MESO
TCGA-SH-A9CT-01A	818.3964431	814.1572096	1632.553653	0.664010125	MESO
TCGA-LK-A4O0-01A	823.7827883	1848.513072	2672.295861	0.542614947	MESO
TCGA-3H-AB3X-01A	652.3318231	1640.243441	2292.575264	0.588567409	MESO
TCGA-3H-AB3K-01A	600.4455846	1637.229047	2237.674632	0.59506333	MESO
TCGA-TS-A8AI-01A	1217.337706	773.4424934	1990.780199	0.623792526	MESO
TCGA-3H-AB3M-01A	933.3011224	1113.252577	2046.5537	0.617372892	MESO
TCGA-SC-AA5Z-01A	1487.085983	1323.823061	2810.909043	0.525412868	MESO
TCGA-ZN-A9VQ-01A	607.4788674	126.2225545	733.7014219	0.756608278	MESO
TCGA-UT-A97Y-01A	1340.827532	647.421237	1988.248769	0.62408291	MESO
TCGA-TS-A7OU-01B	995.4584918	1903.393688	2898.85218	0.514385779	MESO
TCGA-MQ-A4KX-01A	937.3287682	2052.376807	2989.705575	0.502903778	MESO
TCGA-TS-A7OY-01A	1665.619398	2388.811755	4054.431153	0.362235968	MESO
TCGA-SH-A9CU-01A	138.1822297	45.1994183	183.381648	0.806903426	MESO
TCGA-TS-A8AF-01A	1060.625253	1444.752952	2505.378205	0.563030895	MESO
TCGA-3U-A98E-01A	-60.43331677	1266.366134	1205.932818	0.709502633	MESO
TCGA-ZN-A9VO-01A	429.5934776	2261.097171	2690.690648	0.540344903	MESO
TCGA-MQ-A6BN-01A	542.6637868	1252.87501	1795.538797	0.645933025	MESO
TCGA-YS-A95B-01A	580.7874994	-173.9344121	406.8530874	0.787096615	MESO
TCGA-MQ-A6BL-01A	1044.955711	2732.862686	3777.818397	0.399773023	MESO
TCGA-3H-AB3O-01A	1545.730758	3542.194773	5087.925532	0.217215233	MESO
TCGA-XT-AASU-01A	1157.144256	989.6496262	2146.793882	0.605731331	MESO
TCGA-LK-A4O2-01A	644.6254369	1690.305193	2334.930629	0.583529721	MESO
TCGA-SC-A6LM-01A	624.1133988	1632.683665	2256.797063	0.592805101	MESO
TCGA-3U-A98G-01A	2094.941911	2018.776112	4113.718023	0.354110755	MESO
TCGA-3H-AB3U-01A	295.4283451	604.3462027	899.7745478	0.740445305	MESO
TCGA-MQ-A4LP-01A	927.2345932	978.4258669	1905.66046	0.633509228	MESO
TCGA-MQ-A4LI-01A	55.87200624	774.1847124	830.0567187	0.747284698	MESO
TCGA-3H-AB3T-01A	767.3448981	2258.510355	3025.855253	0.498310213	MESO
TCGA-UT-A88D-01B	1118.330805	2061.398331	3179.729136	0.478601956	MESO
TCGA-UD-AABY-01A	1451.104206	485.6869793	1936.791186	0.629966943	MESO
TCGA-TS-A7P6-01A	1188.076144	1936.896911	3124.973056	0.485643653	MESO
TCGA-MQ-A6BS-01A	137.5251843	278.9045324	416.4297167	0.786228736	MESO
TCGA-TS-A8AY-01A	406.6987419	1178.634844	1585.333586	0.669176872	MESO
TCGA-SC-A6LQ-01A	932.7963586	1776.717606	2709.513965	0.538017897	MESO
TCGA-LK-A4NW-01A	885.2868967	861.4794231	1746.76632	0.651381741	MESO
TCGA-UT-A88C-01B	848.6166782	1357.077523	2205.694201	0.598829514	MESO
TCGA-TS-A7P1-01A	291.7645338	846.9458431	1138.710377	0.716421616	MESO
TCGA-MQ-A6BR-01A	711.1239909	1304.695234	2015.819225	0.620915634	MESO
TCGA-SC-A6LP-01A	944.6631798	1720.079393	2664.742573	0.543545931	MESO
TCGA-UD-AABZ-01A	-481.0847566	-40.74839515	-521.8331518	0.863620794	MESO
TCGA-TS-A7P3-01A	1907.603926	1023.294297	2930.898223	0.510346157	MESO
TCGA-LK-A4O5-01A	763.1088417	1824.008569	2587.11741	0.553074725	MESO
TCGA-ZN-A9VP-01A	249.8206898	1024.716169	1274.536859	0.702370226	MESO
TCGA-LK-A4O4-01A	703.4179891	2360.348572	3063.766561	0.493477725	MESO
TCGA-UD-AAC5-01A	928.8951798	761.8411416	1690.736321	0.657600022	MESO
TCGA-ZN-A9VS-01A	403.4094077	1370.088942	1773.498349	0.648399435	MESO
TCGA-SH-A7BH-01A	737.8827282	1747.818268	2485.700997	0.565415608	MESO
TCGA-UT-A88G-01B	813.6757788	712.156934	1525.832713	0.675641558	MESO
TCGA-3U-A98H-01A	1449.293938	1972.950497	3422.244435	0.447048773	MESO
TCGA-TS-A8AS-01A	755.8120014	1508.035282	2263.847283	0.591971339	MESO
TCGA-UD-AAC6-01A	657.7739391	1555.142609	2212.916548	0.597980123	MESO
TCGA-3H-AB3L-01A	311.5316131	1179.272837	1490.80445	0.679423258	MESO
TCGA-3U-A98F-01A	611.3706232	531.5285851	1142.899208	0.715992505	MESO
TCGA-TS-A7P8-01A	1179.697935	2386.041083	3565.739019	0.42810964	MESO
TCGA-NQ-A638-01A	339.9319964	1493.683701	1833.615697	0.641656159	MESO
TCGA-MQ-A4LJ-01A	581.8373002	1075.199068	1657.036368	0.661318689	MESO
TCGA-UD-AAC1-01A	103.9949854	957.3082001	1061.303186	0.724302432	MESO
TCGA-TS-A7P7-01A	304.9005329	-43.62327293	261.2772599	0.800096851	MESO
TCGA-LK-A4O7-01A	477.9987015	259.5728219	737.5715235	0.756236702	MESO
TCGA-ZN-A9VW-01A	693.9269388	1798.900348	2492.827287	0.564552505	MESO
TCGA-MQ-A4LM-01A	1607.100418	2181.065497	3788.165915	0.398380321	MESO
TCGA-UD-AAC4-01A	378.4200298	668.023946	1046.443976	0.725804579	MESO
TCGA-TS-A7P0-01A	627.664082	1617.78157	2245.445652	0.59414619	MESO
TCGA-23-1120-01A	-366.1030835	1043.743423	677.6403393	0.761963359	OV
TCGA-29-1695-01A	688.7772576	1131.082278	1819.859536	0.643203595	OV
TCGA-61-2003-01A	612.073897	1341.253761	1953.327658	0.628079946	OV
TCGA-13-1404-01A	-157.3664866	248.5391124	91.17262581	0.814824297	OV
TCGA-23-1027-01A	-3.917155838	753.6295277	749.7123719	0.755069454	OV
TCGA-23-1022-01A	-1093.581798	-795.4018441	-1888.983642	0.946783107	OV
TCGA-61-2088-01A	-1430.478052	-1000.732259	-2431.210311	0.969377368	OV
TCGA-13-1507-01A	429.559616	1414.38189	1843.941506	0.640492885	OV
TCGA-61-1725-01A	116.2177074	717.9497595	834.1674669	0.746883594	OV
TCGA-31-1944-01A	-313.6471372	456.1043506	142.4572134	0.810437218	OV
TCGA-61-2092-01A	-2020.573029	-657.2836021	-2677.856631	0.977631202	OV
TCGA-29-1710-01A	537.225152	1919.778927	2457.004079	0.568884974	OV
TCGA-36-1571-01A	-1175.572797	-955.542454	-2131.115251	0.957622773	OV
TCGA-23-1118-01A	-373.9955225	538.3841085	164.388586	0.808547091	OV
TCGA-29-1694-01A	-148.1524798	501.0240393	352.8715595	0.791959528	OV
TCGA-25-1318-01A	-107.7386101	208.7685469	101.0299368	0.813984642	OV
TCGA-25-1870-01A	-576.9933812	136.8361179	-440.1572633	0.857514677	OV
TCGA-23-1028-01A	-1053.560091	447.2199586	-606.3401329	0.869807892	OV
TCGA-24-1469-01A	-1358.389524	28.65874579	-1329.730779	0.917201264	OV
TCGA-29-1705-01A	264.0771261	419.6164765	683.6936026	0.761387616	OV
TCGA-13-1410-01A	-170.276939	416.0085181	245.7315792	0.801463628	OV
TCGA-24-1426-01A	-836.1857188	-225.0079888	-1061.193708	0.900787719	OV
TCGA-20-1687-01A	-185.1211842	692.662876	507.5416919	0.777894286	OV
TCGA-13-0884-01B	-167.9733447	838.1153999	670.1420552	0.762675707	OV
TCGA-13-1489-01A	-1580.279327	-700.9093152	-2281.188642	0.963734833	OV
TCGA-29-1697-01A	-1583.205256	-855.5220301	-2438.727286	0.969647748	OV
TCGA-04-1362-01A	-1135.268094	64.21057704	-1071.057517	0.901415536	OV
TCGA-29-1688-01A	183.0523957	1322.01236	1505.064756	0.677885858	OV
TCGA-25-1313-01A	143.6833422	1078.585941	1222.269283	0.707810715	OV
TCGA-24-1616-01A	-1016.418848	-465.8773114	-1482.296159	0.925893168	OV
TCGA-24-2281-01A	-414.6580923	1327.709314	913.0512221	0.739134038	OV
TCGA-61-1736-01B	-643.2815106	618.1916604	-25.08985018	0.824598448	OV
TCGA-29-1774-01A	-1069.915037	-1206.275003	-2276.19004	0.963538768	OV
TCGA-25-1326-01A	487.2111906	900.8697602	1388.080951	0.690409486	OV
TCGA-13-0726-01A	-665.2145903	243.3577328	-421.8568574	0.856129599	OV
TCGA-10-0937-01A	-733.3693195	920.2035553	186.8342358	0.806603965	OV
TCGA-24-2023-01A	-917.0173418	397.5217159	-519.4956258	0.863447761	OV
TCGA-25-1320-01A	541.6357764	397.0149841	938.6507605	0.736597785	OV
TCGA-13-1489-02A	-1303.275493	421.8255746	-881.4499186	0.889017894	OV
TCGA-13-1498-01A	-470.9229701	1066.085498	595.1625274	0.769747924	OV
TCGA-13-0725-01A	2.489824035	765.883794	768.373618	0.753270645	OV
TCGA-23-1119-01A	-135.3665832	897.3267261	761.9601429	0.753889496	OV
TCGA-25-1315-01A	-1402.66729	-1214.000501	-2616.66779	0.97570268	OV
TCGA-23-1123-01A	-524.3023991	1300.217081	775.9146821	0.752542137	OV
TCGA-24-1551-01A	-548.3896724	1359.369727	810.9800541	0.749142532	OV
TCGA-61-1737-01A	552.7811055	667.5766671	1220.357773	0.708008895	OV
TCGA-25-1317-01A	-436.8361997	-525.9188031	-962.7550028	0.894418995	OV
TCGA-30-1892-01A	810.6838925	475.7131993	1286.397092	0.701129937	OV
TCGA-25-1329-01A	-37.42354329	291.5241328	254.1005895	0.800728342	OV
