ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity	CancerType
TCGA-CN-A63T-01A	-175.3115882	1341.086994	1165.775406	0.713644254	HNSC
TCGA-CV-7252-01A	-7.046490546	852.7790252	845.7325347	0.745753679	HNSC
TCGA-CV-6003-01A	-1047.513329	131.6855989	-915.8277301	0.89131711	HNSC
TCGA-F7-A50I-01A	-516.8160448	755.5990464	238.7830016	0.802073197	HNSC
TCGA-CV-7407-01A	-704.3459454	1341.349191	637.0032457	0.765812869	HNSC
TCGA-CN-4734-01A	161.4970144	1650.002125	1811.49914	0.644142779	HNSC
TCGA-CV-7236-01A	136.7904082	554.0772266	690.8676348	0.760704495	HNSC
TCGA-CR-7382-01A	1506.13316	2295.3118	3801.44496	0.39659171	HNSC
TCGA-CV-6938-01A	-172.6364432	1945.249881	1772.613438	0.648498318	HNSC
TCGA-CV-7433-01A	1265.640202	2198.538927	3464.179128	0.441534161	HNSC
TCGA-CN-6022-01A	535.6904088	1282.947384	1818.637792	0.643340903	HNSC
TCGA-CN-6023-01A	-482.9700832	1499.702029	1016.731946	0.728797865	HNSC
TCGA-CV-6933-01A	50.15216359	1287.721107	1337.87327	0.695722216	HNSC
TCGA-CV-A45V-01A	1.363687903	1045.825528	1047.189216	0.725729323	HNSC
TCGA-BA-6870-01A	-570.1500783	1115.86274	545.7126616	0.77436116	HNSC
TCGA-DQ-5630-01A	749.284646	1832.068671	2581.353317	0.553779442	HNSC
TCGA-BA-4074-01A	269.9867356	699.0405406	969.0272762	0.733574766	HNSC
TCGA-P3-A6SX-01A	-739.3951289	-435.9868885	-1175.382017	0.907939696	HNSC
TCGA-IQ-A61J-01A	233.1584357	1018.577101	1251.735536	0.7047487	HNSC
TCGA-CR-7379-01A	458.210739	788.1723329	1246.383072	0.705305888	HNSC
TCGA-CV-A45Z-01A	-419.467656	1102.355697	682.8880414	0.76146427	HNSC
TCGA-CN-4742-01A	599.1635206	866.3607813	1465.524302	0.682141385	HNSC
TCGA-CV-A461-01A	-227.6508391	1966.147001	1738.496162	0.652302356	HNSC
TCGA-CR-7388-01A	289.6263238	1620.293874	1909.920197	0.633025303	HNSC
TCGA-CR-7374-01A	-650.2621001	706.156286	55.89418588	0.817815356	HNSC
TCGA-CV-6961-01A	-49.03555348	594.9362356	545.9006821	0.774343697	HNSC
TCGA-F7-A61S-01A	-832.8683138	1378.676737	545.8084228	0.774352266	HNSC
TCGA-BA-A6D8-01A	-173.5464914	546.1858527	372.6393613	0.790184504	HNSC
TCGA-P3-A6T4-01A	-980.8321684	190.2238705	-790.6082978	0.88283354	HNSC
TCGA-QK-A6V9-01A	-1508.10577	1282.251275	-225.8544954	0.840909668	HNSC
TCGA-CV-5973-01A	-1203.194831	399.4063464	-803.7884847	0.883740588	HNSC
TCGA-CR-7389-01A	386.6777816	950.6228655	1337.300647	0.695782591	HNSC
TCGA-CV-6935-01A	-54.80331349	72.46321322	17.65989972	0.821032258	HNSC
TCGA-CN-6017-01A	1232.269041	2636.400581	3868.669622	0.387513956	HNSC
TCGA-CQ-A4CE-01A	-823.9929186	734.7247319	-89.26818671	0.829891206	HNSC
TCGA-CR-7401-01A	383.6753135	738.4875233	1122.162837	0.718114127	HNSC
TCGA-CV-5436-01A	-532.1724879	377.9710809	-154.201407	0.835171262	HNSC
TCGA-CR-6484-01A	905.9296561	2170.043257	3075.972913	0.491918543	HNSC
TCGA-CR-6493-01A	-983.8146743	132.7049994	-851.1096749	0.886969905	HNSC
TCGA-BA-4076-01A	-1137.929304	-40.17629234	-1178.105597	0.908107176	HNSC
TCGA-CV-7100-01A	-195.8295308	1150.494228	954.6646971	0.735005927	HNSC
TCGA-BA-5556-01A	-103.096509	2052.678933	1949.582424	0.628507644	HNSC
TCGA-F7-8489-01A	-231.575403	1623.220916	1391.645513	0.690030873	HNSC
TCGA-CV-5979-01A	-823.182559	307.4859707	-515.6965883	0.863166325	HNSC
TCGA-CV-7095-01A	-644.6816731	448.0813035	-196.6003696	0.838578024	HNSC
TCGA-CV-A6JM-01A	-595.2586761	677.5296787	82.27100261	0.815581079	HNSC
TCGA-QK-AA3K-01A	860.9212295	1269.818706	2130.739936	0.607604668	HNSC
TCGA-BB-4224-01A	-1371.933534	128.9399587	-1242.993575	0.912054318	HNSC
TCGA-UF-A71B-01A	-48.77826611	756.5236364	707.7453702	0.75909405	HNSC
TCGA-CR-7402-01A	-649.0576048	671.3446026	22.28699785	0.820644323	HNSC
TCGA-CN-4735-01A	14.09044168	1627.657989	1641.748431	0.663000327	HNSC
TCGA-CV-6945-01A	-861.6093825	-64.79358103	-926.4029636	0.892019828	HNSC
TCGA-CV-6955-01A	-966.5205454	1408.006237	441.4856917	0.783950702	HNSC
TCGA-CV-7253-01A	-1663.213793	-401.7107093	-2064.924502	0.954779152	HNSC
TCGA-P3-A6T8-01A	207.0217563	29.01050237	236.0322587	0.802314278	HNSC
TCGA-CV-6936-01A	-559.0133448	783.5126118	224.499267	0.803323629	HNSC
TCGA-BA-5152-01A	-141.3325035	1676.956593	1535.62409	0.674581268	HNSC
TCGA-CR-5247-01A	271.4520416	-387.003255	-115.5512134	0.832037525	HNSC
TCGA-MT-A7BN-01A	212.5986289	1604.321734	1816.920363	0.643533885	HNSC
TCGA-CN-A499-01A	-686.0379974	1574.589327	888.5513295	0.741551571	HNSC
TCGA-QK-A8Z7-01A	-818.4790028	-217.3991526	-1035.878155	0.899167781	HNSC
TCGA-CV-7103-01A	769.3869767	87.76322748	857.1502042	0.744636057	HNSC
TCGA-T2-A6X0-01A	-624.1481732	939.4475018	315.2993286	0.795314882	HNSC
TCGA-CV-A45Q-01A	-898.1433093	724.6864329	-173.4568764	0.836722459	HNSC
TCGA-CV-7245-01A	-466.1122788	133.0171346	-333.0951441	0.849324143	HNSC
TCGA-P3-A6T2-01A	-493.7193298	243.9009746	-249.8183552	0.84280811	HNSC
TCGA-CQ-A4C6-01A	-157.4216105	1011.456713	854.035102	0.744941187	HNSC
TCGA-BA-6873-01A	-438.8937918	815.0589408	376.165149	0.789867211	HNSC
TCGA-UF-A7JV-01A	-91.22234339	1493.674572	1402.452229	0.688881873	HNSC
TCGA-BA-4078-01A	423.8462778	631.8059155	1055.652193	0.724874108	HNSC
TCGA-CV-6441-01A	-1680.652017	-129.5572647	-1810.209282	0.942998034	HNSC
TCGA-CV-7434-01A	-517.9246695	725.6701365	207.745467	0.804785794	HNSC
TCGA-CV-6952-01A	-522.5305888	933.655777	411.1251882	0.786709649	HNSC
TCGA-CQ-5326-01A	-94.03187173	1053.812613	959.7807414	0.734496512	HNSC
TCGA-CN-A6V6-01A	-421.9103875	1845.529164	1423.618776	0.686626366	HNSC
TCGA-CN-4730-01A	-1084.250736	-118.6991975	-1202.949934	0.909628212	HNSC
TCGA-CN-6019-01A	1596.603271	1907.422108	3504.025378	0.436278685	HNSC
TCGA-CQ-7069-01A	-303.7017584	389.6444599	85.94270156	0.815269094	HNSC
TCGA-CR-5243-01A	39.9128265	1094.489262	1134.402088	0.716862683	HNSC
TCGA-BA-6868-01B	-1032.932403	-70.83858559	-1103.770989	0.903484167	HNSC
TCGA-CQ-5330-01A	887.1010149	1827.405878	2714.506893	0.537399963	HNSC
TCGA-D6-6827-01A	-620.5708167	106.4792724	-514.0915443	0.863047341	HNSC
TCGA-CN-6992-01A	-283.9107262	164.4886811	-119.4220452	0.832352578	HNSC
TCGA-HD-8635-01A	-322.712283	679.2466118	356.5343289	0.791631137	HNSC
