ID	TP53	TP63	TP73	Type	CancerType
TCGA-EW-A1PF-01	0.760329961	0.75122627	0.446204269	Tumor	BRCA
TCGA-EW-A1PG-01	0.673898662	0.655768376	0.293259151	Tumor	BRCA
TCGA-EW-A2FR-01	0.696064566	0.804520069	0.286780936	Tumor	BRCA
TCGA-EW-A2FS-01	0.841871021	0.849602458	0.400475792	Tumor	BRCA
TCGA-EW-A2FV-01	0.822284867	0.789473284	0.126707972	Tumor	BRCA
TCGA-EW-A2FW-01	0.829020586	0.923393354	0.049100896	Tumor	BRCA
TCGA-EW-A3E8-01	0.839289022	0.87020291	0.229067645	Tumor	BRCA
TCGA-EW-A423-01	0.872414464	0.880020642	0.064959887	Tumor	BRCA
TCGA-EW-A424-01	0.789156403	0.881118353	0.11042938	Tumor	BRCA
TCGA-EW-A6S9-01	0.767502309	0.889083619	0.572416199	Tumor	BRCA
TCGA-EW-A6SA-01	0.846317626	0.845604152	0.045930153	Tumor	BRCA
TCGA-EW-A6SB-01	0.783646757	0.732125302	0.426960981	Tumor	BRCA
TCGA-EW-A6SC-01	0.816110847	0.880487805	0.443943493	Tumor	BRCA
TCGA-EW-A6SD-01	0.722376811	0.87825011	0.138349865	Tumor	BRCA
TCGA-GI-A2C8-01	0.66811126	0.892238877	0.226985271	Tumor	BRCA
TCGA-GI-A2C9-01	0.706554476	0.859311758	0.122236028	Tumor	BRCA
TCGA-GM-A2D9-01	0.815857407	0.913988309	0.090082702	Tumor	BRCA
TCGA-GM-A2DA-01	0.832648403	0.862620799	0.208483968	Tumor	BRCA
TCGA-GM-A2DB-01	0.78887162	0.785678367	0.508816387	Tumor	BRCA
TCGA-GM-A2DC-01	0.85624297	0.905610671	0.542122457	Tumor	BRCA
TCGA-GM-A2DD-01	0.801898531	0.825062457	0.519707833	Tumor	BRCA
TCGA-GM-A2DF-01	0.797413587	0.826466697	0.545798514	Tumor	BRCA
TCGA-GM-A2DH-01	0.860029264	0.910353922	0.129905614	Tumor	BRCA
TCGA-GM-A2DI-01	0.811021853	0.808249757	0.182313185	Tumor	BRCA
TCGA-GM-A2DK-01	0.825312156	0.81439896	0.303551531	Tumor	BRCA
TCGA-GM-A2DL-01	0.838647555	0.774599411	0.101497575	Tumor	BRCA
TCGA-GM-A2DM-01	0.821989286	0.910943087	0.458999237	Tumor	BRCA
TCGA-GM-A2DN-01	0.79730545	0.848286401	0.195113813	Tumor	BRCA
TCGA-GM-A2DO-01	0.862574333	0.834011638	0.262859867	Tumor	BRCA
TCGA-GM-A3NY-01	0.796923974	0.768668936	0.06877398	Tumor	BRCA
TCGA-GM-A3XG-01	0.567496701	0.527531371	0.304095535	Tumor	BRCA
TCGA-GM-A3XL-01	0.769584415	0.88680482	0.150139358	Tumor	BRCA
TCGA-GM-A3XN-01	0.766587834	0.819460021	0.168538181	Tumor	BRCA
TCGA-GM-A5PV-01	0.771355435	0.839739985	0.341535793	Tumor	BRCA
TCGA-GM-A5PX-01	0.826420401	0.838106118	0.116035057	Tumor	BRCA
TCGA-HN-A2NL-01	0.568791906	0.938038402	0.080233729	Tumor	BRCA
TCGA-JL-A3YW-01	0.79363589	0.830130166	0.346235006	Tumor	BRCA
TCGA-JL-A3YX-01	0.791303703	0.835917312	0.268104638	Tumor	BRCA
TCGA-LD-A66U-01	0.805805835	0.810655998	0.12979356	Tumor	BRCA
TCGA-LD-A74U-01	0.706506221	0.765992566	0.182904182	Tumor	BRCA
TCGA-LD-A7W5-01	0.789945314	0.819941234	0.143090223	Tumor	BRCA
TCGA-LD-A7W6-01	0.755660622	0.849451488	0.123501868	Tumor	BRCA
TCGA-LD-A9QF-01	0.80465067	0.81757511	0.30147036	Tumor	BRCA
TCGA-LL-A440-01	0.71525365	0.653805099	0.335959511	Tumor	BRCA
TCGA-LL-A441-01	0.674440927	0.798342283	0.189929303	Tumor	BRCA
TCGA-LL-A442-01	0.83691957	0.899895963	0.048006801	Tumor	BRCA
TCGA-LL-A5YM-01	0.844444626	0.91014378	0.073561659	Tumor	BRCA
TCGA-LL-A5YN-01	0.801836635	0.820780881	0.209701235	Tumor	BRCA
TCGA-LL-A5YO-01	0.791219489	0.826726855	0.354957037	Tumor	BRCA
TCGA-LL-A5YP-01	0.453061744	0.729974506	0.126275455	Tumor	BRCA
TCGA-LL-A6FP-01	0.835769937	0.680704391	0.038946318	Tumor	BRCA
TCGA-LL-A6FQ-01	0.864184121	0.874940389	0.050501174	Tumor	BRCA
TCGA-LL-A6FR-01	0.558218796	0.81872405	0.070911013	Tumor	BRCA
TCGA-LL-A73Y-01	0.61284343	0.845290724	0.124015299	Tumor	BRCA
TCGA-LL-A73Z-01	0.643549046	0.635984841	0.284715185	Tumor	BRCA
TCGA-LL-A740-01	0.844607168	0.783275459	0.538158557	Tumor	BRCA
TCGA-LL-A7SZ-01	0.791359759	0.856128949	0.149751893	Tumor	BRCA
TCGA-LL-A7T0-01	0.830524155	0.889952902	0.136383068	Tumor	BRCA
TCGA-LL-A8F5-01	0.833510765	0.769525621	0.541871815	Tumor	BRCA
TCGA-LL-A9Q3-01	0.800829077	0.851361981	0.146637006	Tumor	BRCA
TCGA-OL-A5RU-01	0.78513348	0.84443036	0.17342303	Tumor	BRCA
TCGA-OL-A5RV-01	0.702331771	0.68717251	0.355566942	Tumor	BRCA
TCGA-OL-A5RW-01	0.81967999	0.89511958	0.06051143	Tumor	BRCA
TCGA-OL-A5RX-01	0.69930646	0.80882088	0.22987803	Tumor	BRCA
TCGA-OL-A5RY-01	0.788912075	0.838811977	0.206145435	Tumor	BRCA
TCGA-OL-A5RZ-01	0.824265355	0.86747045	0.281099775	Tumor	BRCA
TCGA-OL-A5S0-01	0.683437197	0.873466641	0.200841121	Tumor	BRCA
TCGA-OL-A66L-01	0.835949394	0.826292726	0.119252533	Tumor	BRCA
TCGA-OL-A66N-01	0.826817157	0.779757823	0.277181572	Tumor	BRCA
TCGA-OL-A66O-01	0.856352569	0.862785311	0.139239116	Tumor	BRCA
TCGA-OL-A66P-01	0.795460485	0.804623672	0.412208963	Tumor	BRCA
TCGA-OL-A6VO-01	0.766930485	0.857927469	0.209925964	Tumor	BRCA
TCGA-OL-A6VQ-01	0.749954445	0.753455019	0.288006811	Tumor	BRCA
TCGA-OL-A6VR-01	0.807061027	0.8868596	0.466284027	Tumor	BRCA
TCGA-OL-A97C-01	0.738946809	0.539491272	0.145873889	Tumor	BRCA
TCGA-PL-A8LV-01	0.694004434	0.864086085	0.113074639	Tumor	BRCA
TCGA-PL-A8LX-01	0.834081385	0.900142677	0.061095841	Tumor	BRCA
TCGA-PL-A8LY-01	0.50430966	0.498321786	0.196503613	Tumor	BRCA
TCGA-PL-A8LZ-01	0.667408987	0.808151188	0.136038872	Tumor	BRCA
TCGA-S3-A6ZF-01	0.741823096	0.808010055	0.114259872	Tumor	BRCA
TCGA-S3-A6ZG-01	0.840391168	0.865512755	0.097127459	Tumor	BRCA
TCGA-S3-A6ZH-01	0.767445194	0.857483911	0.04120061	Tumor	BRCA
TCGA-S3-AA0Z-01	0.791396524	0.90955682	0.075126156	Tumor	BRCA
TCGA-S3-AA10-01	0.62591472	0.81167428	0.19682335	Tumor	BRCA
TCGA-S3-AA11-01	0.7607366	0.89750919	0.67625637	Tumor	BRCA
TCGA-S3-AA12-01	0.862207793	0.929280168	0.028526471	Tumor	BRCA
TCGA-S3-AA14-01	0.77105037	0.8567699	0.34821455	Tumor	BRCA
TCGA-S3-AA15-01	0.749328285	0.748607722	0.222179261	Tumor	BRCA
TCGA-S3-AA17-01	0.858168564	0.912576536	0.477133752	Tumor	BRCA
TCGA-UL-AAZ6-01	0.87176189	0.88349247	0.50376138	Tumor	BRCA
TCGA-UU-A93S-01	0.86225662	0.90079395	0.18151395	Tumor	BRCA
TCGA-V7-A7HQ-01	0.800455938	0.882112798	0.276164039	Tumor	BRCA
TCGA-W8-A86G-01	0.70923571	0.793608576	0.218751267	Tumor	BRCA
TCGA-WT-AB41-01	0.8349525	0.89526231	0.46690979	Tumor	BRCA
TCGA-WT-AB44-01	0.80290322	0.87742438	0.23283548	Tumor	BRCA
TCGA-XX-A899-01	0.786505882	0.834357064	0.127851297	Tumor	BRCA
TCGA-XX-A89A-01	0.801627761	0.781358127	0.142879573	Tumor	BRCA
TCGA-Z7-A8R5-01	0.703367818	0.854825812	0.279980335	Tumor	BRCA
TCGA-Z7-A8R6-01	0.796258838	0.90511174	0.079084536	Tumor	BRCA
TCGA-07-0227-202	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-12	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-22	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-32	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-42	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-51	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-07-0227-20-61	0.79989088	0.373284601	0.980076208	Normal	CESC
TCGA-2W-A8YY-01	0.842835612	0.883956515	0.971717567	Tumor	CESC
TCGA-4J-AA1J-01	0.437817272	0.204374151	0.221716188	Tumor	CESC
TCGA-AV-A03D-203	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-112	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-24	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-32	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-42	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-52	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-62	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-72	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-82	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-92	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-102	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-AV-A03D-20-113	0.877894399	0.465114113	0.960857538	Normal	CESC
TCGA-BI-A0VR-01	0.638874526	0.685553355	0.224834546	Tumor	CESC
TCGA-BI-A0VS-01	0.509589123	0.313474758	0.289996992	Tumor	CESC
TCGA-BI-A20A-01	0.730595561	0.688497997	0.320660881	Tumor	CESC
TCGA-C5-A0TN-01	0.85125541	0.578286853	0.211047899	Tumor	CESC
TCGA-C5-A1BE-01	0.418005662	0.472458981	0.313124282	Tumor	CESC
TCGA-C5-A1BF-01	0.854965351	0.839084257	0.331726171	Tumor	CESC
TCGA-C5-A1BI-01	0.725970563	0.620730147	0.395705948	Tumor	CESC
TCGA-C5-A1BJ-01	0.821614633	0.593044813	0.459261566	Tumor	CESC
TCGA-C5-A1BK-01	0.697723129	0.825362108	0.426579979	Tumor	CESC
TCGA-C5-A1BL-01	0.614398576	0.407085169	0.45473055	Tumor	CESC
TCGA-C5-A1BM-01	0.605461081	0.705687165	0.321847583	Tumor	CESC
TCGA-C5-A1BN-01	0.510302487	0.279730964	0.251360174	Tumor	CESC
TCGA-C5-A1BQ-01	0.540235125	0.320317796	0.273679412	Tumor	CESC
TCGA-C5-A1M5-01	0.43702763	0.144649371	0.259748603	Tumor	CESC
TCGA-C5-A1M6-01	0.727805562	0.93149102	0.679644553	Tumor	CESC
TCGA-C5-A1M7-01	0.699360517	0.605723942	0.413987179	Tumor	CESC
TCGA-C5-A1M8-01	0.205043777	0.725869824	0.066115178	Tumor	CESC
TCGA-C5-A1M9-01	0.879043147	0.916485843	0.946423843	Tumor	CESC
TCGA-C5-A1ME-01	0.837065531	0.806846011	0.413551783	Tumor	CESC
TCGA-C5-A1MF-01	0.815072547	0.751488259	0.320763397	Tumor	CESC
TCGA-C5-A1MH-01	0.723249417	0.600818974	0.39790866	Tumor	CESC
TCGA-C5-A1MI-01	0.634868322	0.915262185	0.952228374	Tumor	CESC
TCGA-C5-A1MJ-01	0.59503466	0.88036349	0.91102377	Tumor	CESC
TCGA-C5-A1MK-01	0.514462151	0.479957926	0.373600102	Tumor	CESC
TCGA-C5-A1ML-01	0.389459627	0.748740294	0.117214121	Tumor	CESC
TCGA-C5-A1MN-01	0.873582684	0.528808718	0.240665619	Tumor	CESC
TCGA-C5-A1MP-01	0.460324	0.68909438	0.32783887	Tumor	CESC
TCGA-C5-A1MQ-01	0.874571821	0.940508393	0.973003507	Tumor	CESC
TCGA-C5-A2LS-01	0.836764085	0.951501929	0.974310787	Tumor	CESC
TCGA-C5-A2LT-01	0.86215415	0.494273186	0.331252804	Tumor	CESC
TCGA-C5-A2LV-01	0.699434648	0.926506478	0.213147021	Tumor	CESC
TCGA-C5-A2LX-01	0.47402629	0.263215816	0.269694429	Tumor	CESC
TCGA-C5-A2LY-01	0.647664944	0.772571811	0.314031174	Tumor	CESC
TCGA-C5-A2LZ-01	0.478635088	0.536922402	0.26289173	Tumor	CESC
TCGA-C5-A2M1-01	0.828093728	0.937651137	0.869230555	Tumor	CESC
TCGA-C5-A2M2-01	0.888387639	0.949338642	0.9810437	Tumor	CESC
TCGA-C5-A3HD-01	0.732809809	0.568423968	0.111460831	Tumor	CESC
TCGA-C5-A3HE-01	0.884427148	0.93186736	0.940608216	Tumor	CESC
TCGA-C5-A3HF-01	0.865148907	0.929473868	0.927955793	Tumor	CESC
TCGA-C5-A3HL-01	0.500909058	0.724638414	0.267575427	Tumor	CESC
TCGA-C5-A7CG-01	0.65619018	0.456121312	0.410940082	Tumor	CESC
TCGA-C5-A7CH-01	0.70340664	0.65157891	0.17206382	Tumor	CESC
TCGA-C5-A7CJ-01	0.480572979	0.520234227	0.397191152	Tumor	CESC
TCGA-C5-A7CK-01	0.44119167	0.372299585	0.323947823	Tumor	CESC
TCGA-C5-A7CL-01	0.490158357	0.338898428	0.3483617	Tumor	CESC
TCGA-C5-A7CM-01	0.758597375	0.913867376	0.9568107	Tumor	CESC
TCGA-C5-A7CO-01	0.589564933	0.252397064	0.23028448	Tumor	CESC
TCGA-C5-A7UC-01	0.64257869	0.24116912	0.19265397	Tumor	CESC
TCGA-C5-A7UE-01	0.48741786	0.14240828	0.28957627	Tumor	CESC
TCGA-C5-A7UH-01	0.34890966	0.819643062	0.228274671	Tumor	CESC
TCGA-C5-A7UI-01	0.56382924	0.82340684	0.35052021	Tumor	CESC
TCGA-C5-A7X3-01	0.784146751	0.864017978	0.482766304	Tumor	CESC
TCGA-C5-A7X5-01	0.8171064	0.89741143	0.0874234	Tumor	CESC
TCGA-C5-A7X8-01	0.771242877	0.92601008	0.189512204	Tumor	CESC
TCGA-C5-A7XC-01	0.561941016	0.431635322	0.273056838	Tumor	CESC
TCGA-C5-A8XH-01	0.735678484	0.784337028	0.395703929	Tumor	CESC
TCGA-C5-A8XI-01	0.507990454	0.311666288	0.328173373	Tumor	CESC
TCGA-C5-A8XJ-01	0.509893299	0.263376858	0.310930754	Tumor	CESC
TCGA-C5-A8XK-01	0.788339026	0.638529151	0.291708234	Tumor	CESC
TCGA-C5-A8YQ-01	0.291562939	0.453481402	0.19405045	Tumor	CESC
TCGA-C5-A8YR-01	0.737049675	0.856745624	0.312220852	Tumor	CESC
TCGA-C5-A8YT-01	0.639674591	0.88224188	0.959115337	Tumor	CESC
TCGA-C5-A8ZZ-01	0.461420193	0.519362636	0.285861616	Tumor	CESC
TCGA-C5-A901-01	0.428997262	0.410604005	0.311634711	Tumor	CESC
TCGA-C5-A902-01	0.739098787	0.757954257	0.28068078	Tumor	CESC
TCGA-C5-A905-01	0.235198705	0.084029042	0.130306861	Tumor	CESC
TCGA-C5-A907-01	0.773843297	0.82324624	0.968866657	Tumor	CESC
TCGA-DG-A2KH-01	0.889699883	0.946730427	0.979012218	Tumor	CESC
TCGA-DG-A2KJ-01	0.770260007	0.944294595	0.973846323	Tumor	CESC
TCGA-DG-A2KK-01	0.841876061	0.92718289	0.185409046	Tumor	CESC
TCGA-DG-A2KL-01	0.444594052	0.327808645	0.310711249	Tumor	CESC
TCGA-DG-A2KM-01	0.742711046	0.763990275	0.645683749	Tumor	CESC
TCGA-DR-A0ZL-01	0.743035461	0.567222023	0.346032662	Tumor	CESC
TCGA-DR-A0ZM-01	0.577279986	0.556341014	0.368064589	Tumor	CESC
TCGA-DS-A0VK-01	0.35666407	0.5531858	0.27101526	Tumor	CESC
TCGA-DS-A0VL-01	0.378912234	0.717993437	0.161108063	Tumor	CESC
TCGA-DS-A0VM-01	0.585476766	0.808062192	0.148172522	Tumor	CESC
TCGA-DS-A0VN-01	0.824276459	0.311268719	0.205586597	Tumor	CESC
TCGA-DS-A1O9-01	0.59895386	0.51999622	0.36840608	Tumor	CESC
TCGA-DS-A1OA-01	0.57768867	0.37056347	0.28517002	Tumor	CESC
TCGA-DS-A1OB-01	0.4706699	0.32590544	0.26005884	Tumor	CESC
TCGA-DS-A1OC-01	0.47662574	0.72681217	0.24275811	Tumor	CESC
TCGA-DS-A1OD-01	0.57552319	0.34903408	0.35435102	Tumor	CESC
TCGA-DS-A3LQ-01	0.42037519	0.349748251	0.252776643	Tumor	CESC
TCGA-DS-A5RQ-01	0.475259986	0.293011062	0.211284897	Tumor	CESC
TCGA-DS-A7WF-01	0.68725766	0.91765893	0.96493048	Tumor	CESC
TCGA-DS-A7WH-01	0.78309098	0.92170489	0.57628579	Tumor	CESC
TCGA-DS-A7WI-01	0.77890849	0.59593541	0.10263451	Tumor	CESC
TCGA-EA-A1QS-01	0.804715611	0.560436992	0.5113832	Tumor	CESC
TCGA-EA-A1QT-01	0.28706935	0.66941532	0.196614	Tumor	CESC
TCGA-EA-A3HQ-01	0.394468977	0.738932591	0.202865205	Tumor	CESC
TCGA-EA-A3HR-01	0.279322343	0.204369273	0.300843331	Tumor	CESC
TCGA-EA-A3HS-01	0.302807818	0.480007305	0.121221407	Tumor	CESC
TCGA-EA-A3HT-01	0.571762287	0.299966773	0.304138138	Tumor	CESC
TCGA-EA-A3HU-01	0.561168198	0.510329628	0.394315476	Tumor	CESC
TCGA-EA-A3QD-01	0.867105855	0.635315799	0.375446531	Tumor	CESC
TCGA-EA-A3QE-01	0.720636532	0.581388537	0.402365251	Tumor	CESC
TCGA-EA-A3Y4-01	0.884503895	0.903572512	0.360345796	Tumor	CESC
TCGA-EA-A410-01	0.752083952	0.523401652	0.583102918	Tumor	CESC
TCGA-EA-A411-01	0.614117641	0.881661768	0.300813469	Tumor	CESC
TCGA-EA-A439-01	0.836788746	0.931807478	0.949395471	Tumor	CESC
TCGA-EA-A43B-01	0.867627643	0.821169094	0.376758441	Tumor	CESC
TCGA-EA-A44S-01	0.497286662	0.26649594	0.306124654	Tumor	CESC
TCGA-EA-A4BA-01	0.865389229	0.906445718	0.966811474	Tumor	CESC
TCGA-EA-A50E-01	0.600797467	0.483398019	0.411291454	Tumor	CESC
TCGA-EA-A556-01	0.511220269	0.91707037	0.699738881	Tumor	CESC
TCGA-EA-A5FO-01	0.331028106	0.223734886	0.114582334	Tumor	CESC
TCGA-EA-A5O9-01	0.298506416	0.401989818	0.135528455	Tumor	CESC
TCGA-EA-A5ZD-01	0.629335232	0.385872111	0.428525039	Tumor	CESC
TCGA-EA-A5ZE-01	0.826550838	0.800687149	0.23162472	Tumor	CESC
TCGA-EA-A5ZF-01	0.761811678	0.927854551	0.856913339	Tumor	CESC
TCGA-EA-A6QX-01	0.481443043	0.387929782	0.212524273	Tumor	CESC
TCGA-EA-A78R-01	0.525548497	0.445421469	0.502783643	Tumor	CESC
TCGA-EA-A97N-01	0.49512921	0.342010544	0.246864835	Tumor	CESC
TCGA-EK-A2GZ-01	0.522799631	0.529690508	0.359948057	Tumor	CESC
TCGA-EK-A2H0-01	0.889068217	0.298612888	0.283634862	Tumor	CESC
TCGA-EK-A2H1-01	0.73852581	0.897406258	0.399918376	Tumor	CESC
TCGA-EK-A2IP-01	0.605028656	0.71303116	0.171794463	Tumor	CESC
TCGA-EK-A2IR-01	0.260898246	0.070870071	0.097925341	Tumor	CESC
TCGA-EK-A2PG-01	0.434626935	0.141796739	0.131013433	Tumor	CESC
TCGA-EK-A2PI-01	0.415636197	0.607123875	0.226679192	Tumor	CESC
TCGA-EK-A2PK-01	0.89331168	0.915243661	0.920795871	Tumor	CESC
TCGA-EK-A2PL-01	0.230879817	0.272273244	0.266282661	Tumor	CESC
TCGA-EK-A2PM-01	0.358885074	0.19951722	0.218086339	Tumor	CESC
TCGA-EK-A2R7-01	0.680884768	0.732366333	0.297959516	Tumor	CESC
TCGA-EK-A2R8-01	0.83287315	0.933745392	0.418902974	Tumor	CESC
TCGA-EK-A2R9-01	0.329981762	0.22080083	0.198024115	Tumor	CESC
TCGA-EK-A2RA-01	0.516858811	0.253056841	0.230425388	Tumor	CESC
TCGA-EK-A2RB-01	0.228420511	0.643071873	0.199412533	Tumor	CESC
TCGA-EK-A2RC-01	0.358911184	0.692441087	0.31444456	Tumor	CESC
TCGA-EK-A2RD-01	0.683040413	0.281445016	0.358065186	Tumor	CESC
TCGA-EK-A2RE-01	0.431111182	0.159601165	0.204969628	Tumor	CESC
TCGA-EK-A2RJ-01	0.755015262	0.898772101	0.383999051	Tumor	CESC
TCGA-EK-A2RK-01	0.373894899	0.323692388	0.211761868	Tumor	CESC
TCGA-EK-A2RL-01	0.750101216	0.938031296	0.969064769	Tumor	CESC
TCGA-EK-A2RM-01	0.77274805	0.950792799	0.972350342	Tumor	CESC
TCGA-EK-A2RN-01	0.392208062	0.253855334	0.25816178	Tumor	CESC
TCGA-EK-A2RO-01	0.477499485	0.239447563	0.231962491	Tumor	CESC
TCGA-EK-A3GJ-01	0.396701887	0.623172556	0.213769733	Tumor	CESC
TCGA-EK-A3GK-01	0.913187908	0.944119012	0.982248623	Tumor	CESC
TCGA-EK-A3GM-01	0.869241068	0.935962927	0.97954589	Tumor	CESC
TCGA-EK-A3GN-01	0.811181963	0.803095892	0.240422158	Tumor	CESC
TCGA-EX-A1H5-01	0.441867853	0.552966022	0.451997187	Tumor	CESC
TCGA-EX-A1H6-01	0.867010577	0.932501661	0.409938661	Tumor	CESC
TCGA-EX-A3L1-01	0.863783849	0.700884807	0.465265007	Tumor	CESC
TCGA-EX-A449-01	0.747768917	0.929196841	0.966133523	Tumor	CESC
TCGA-EX-A69L-01	0.743172386	0.502730897	0.373379819	Tumor	CESC
TCGA-EX-A69M-01	0.486846113	0.45217935	0.40421935	Tumor	CESC
TCGA-EX-A8YF-01	0.685867216	0.860072372	0.973440583	Tumor	CESC
TCGA-FU-A23K-01	0.912956477	0.94119801	0.966045094	Tumor	CESC
TCGA-FU-A23L-01	0.48173675	0.436411245	0.292956917	Tumor	CESC
TCGA-FU-A2QG-01	0.677094766	0.268376524	0.222418781	Tumor	CESC
TCGA-FU-A3EO-01	0.882943006	0.932004894	0.968453057	Tumor	CESC
TCGA-FU-A3EO-11	0.817917399	0.914620588	0.978103515	Normal	CESC
TCGA-FU-A3HY-01	0.380617623	0.359818378	0.259322238	Tumor	CESC
TCGA-FU-A3HZ-01	0.729901589	0.910979703	0.264758211	Tumor	CESC
TCGA-FU-A3NI-01	0.467458171	0.348058478	0.181070969	Tumor	CESC
TCGA-FU-A3TQ-01	0.507105277	0.402645585	0.320236418	Tumor	CESC
TCGA-FU-A3TX-01	0.516729725	0.800605044	0.207186595	Tumor	CESC
TCGA-FU-A3WB-01	0.542498984	0.837037624	0.144138413	Tumor	CESC
TCGA-FU-A3YQ-01	0.784453743	0.600504491	0.517359229	Tumor	CESC
TCGA-FU-A40J-01	0.935818339	0.942864616	0.974413524	Tumor	CESC
TCGA-FU-A57G-01	0.80606441	0.90828076	0.966214887	Tumor	CESC
TCGA-FU-A5XV-01	0.457649944	0.28326576	0.240829504	Tumor	CESC
TCGA-FU-A770-01	0.872309216	0.904730764	0.970966434	Tumor	CESC
TCGA-GH-A9DA-01	0.687751155	0.154614489	0.335161006	Tumor	CESC
TCGA-HG-A2PA-01	0.823824493	0.521281714	0.362418297	Tumor	CESC
TCGA-HG-A9SC-01	0.426382952	0.699822897	0.318667398	Tumor	CESC
TCGA-HM-A3JJ-01	0.74387678	0.643070827	0.35061923	Tumor	CESC
TCGA-HM-A3JJ-11	0.73214336	0.91404753	0.962766382	Normal	CESC
TCGA-HM-A3JK-01	0.555575985	0.600302976	0.318900812	Tumor	CESC
TCGA-HM-A4S6-01	0.532375925	0.39759485	0.310941276	Tumor	CESC
TCGA-HM-A6W2-01	0.8328024	0.85360351	0.47674676	Tumor	CESC
TCGA-HM-A6W2-06	0.870628188	0.665958017	0.770012037	Tumor	CESC
TCGA-IR-A3L7-01	0.340034386	0.518767344	0.215708275	Tumor	CESC
TCGA-IR-A3LA-01	0.882035726	0.899973398	0.327115496	Tumor	CESC
TCGA-IR-A3LB-01	0.845867901	0.924103002	0.970866702	Tumor	CESC
TCGA-IR-A3LC-01	0.592958227	0.758304344	0.239288387	Tumor	CESC
TCGA-IR-A3LF-01	0.894790934	0.928652658	0.559030012	Tumor	CESC
TCGA-IR-A3LH-01	0.878902093	0.810762611	0.400144539	Tumor	CESC
TCGA-IR-A3LI-01	0.866538629	0.945947502	0.063116429	Tumor	CESC
TCGA-IR-A3LK-01	0.816555357	0.587297177	0.171069131	Tumor	CESC
TCGA-IR-A3LL-01	0.718117613	0.518230623	0.336315828	Tumor	CESC
TCGA-JW-A5VG-01	0.789275946	0.309875591	0.231535088	Tumor	CESC
TCGA-JW-A5VH-01	0.761972402	0.905416582	0.899043263	Tumor	CESC
TCGA-JW-A5VI-01	0.798036482	0.681415076	0.266798103	Tumor	CESC
TCGA-JW-A5VJ-01	0.309022857	0.393375297	0.270856553	Tumor	CESC
TCGA-JW-A5VK-01	0.283338433	0.35224373	0.075935081	Tumor	CESC
TCGA-JW-A5VL-01	0.611590573	0.078745616	0.159654835	Tumor	CESC
TCGA-JW-A69B-01	0.634635212	0.703302887	0.975585941	Tumor	CESC
TCGA-JW-A852-01	0.43393001	0.59909549	0.17231327	Tumor	CESC
TCGA-JW-AAVH-01	0.292582191	0.252707151	0.072149155	Tumor	CESC
TCGA-JX-A3PZ-01	0.856310721	0.686666659	0.203081891	Tumor	CESC
TCGA-JX-A3Q0-01	0.388118708	0.162685895	0.212579485	Tumor	CESC
TCGA-JX-A3Q8-01	0.850152664	0.93560269	0.926753374	Tumor	CESC
TCGA-JX-A5QV-01	0.492637731	0.519255154	0.224554567	Tumor	CESC
TCGA-LP-A4AU-01	0.873615797	0.883405264	0.822300696	Tumor	CESC
TCGA-LP-A4AV-01	0.654808074	0.237515198	0.282601792	Tumor	CESC
TCGA-LP-A4AW-01	0.600718265	0.457276193	0.461403929	Tumor	CESC
TCGA-LP-A4AX-01	0.89035171	0.901911432	0.511705944	Tumor	CESC
TCGA-LP-A5U2-01	0.61880509	0.149116339	0.108051014	Tumor	CESC
TCGA-LP-A5U3-01	0.424412743	0.129968705	0.140657212	Tumor	CESC
TCGA-LP-A7HU-01	0.843844954	0.920346294	0.970375209	Tumor	CESC
TCGA-MA-AA3W-01	0.757633856	0.65993837	0.451232868	Tumor	CESC
TCGA-MA-AA3X-01	0.341129116	0.142012486	0.310397514	Tumor	CESC
TCGA-MA-AA3Y-01	0.832347021	0.580379497	0.4080039	Tumor	CESC
TCGA-MA-AA3Z-01	0.339883347	0.550364747	0.242026822	Tumor	CESC
TCGA-MA-AA41-01	0.347902768	0.218900255	0.296775139	Tumor	CESC
TCGA-MA-AA42-01	0.778537218	0.402288738	0.367599424	Tumor	CESC
TCGA-MA-AA43-01	0.779208937	0.688754507	0.205009608	Tumor	CESC
TCGA-MU-A51Y-01	0.565426733	0.430071907	0.375814778	Tumor	CESC
